class,method,pc,offset,length,key,text
bQ,public static void a(byte);,11584,8428,14,574924928,"Phong
phó bang"
bQ,public static void a(byte);,11600,8442,14,574924928,"Phong
chủ bang"
bQ,public static void a(byte);,11616,8456,8,574924928,Cắt chức
bQ,public static void a(byte);,11632,8464,15,574924928,Loại thành viên
bQ,public static void a(byte);,11648,8479,21,574924928,Bạn hãy nhập tên bang
bQ,public static void a(byte);,11664,8500,27,574924928,Bạn hãy nhập khẩu hiệu bang
bQ,public static void a(byte);,11680,8527,19,574924928,Không tìm thấy bang
bQ,public static void a(byte);,11695,8546,5,574924928,trước
bQ,public static void a(byte);,11711,8551,13,574924928,Đang tìm bang
bQ,public static void a(byte);,11727,8564,9,574924928,Giao dịch
bQ,public static void a(byte);,11743,8573,20,574924928, chưa khóa giao dịch
bQ,public static void a(byte);,11759,8593,19,574924928,Chưa khóa giao dịch
bQ,public static void a(byte);,11775,8612,18,574924928, đã khóa giao dịch
bQ,public static void a(byte);,11791,8630,17,574924928,Đã khóa giao dịch
bQ,public static void a(byte);,11807,8647,14,574924928,Khóa giao dịch
bQ,public static void a(byte);,11823,8661,16,574924928,Chờ đối thủ khóa
bQ,public static void a(byte);,11839,8677,15,574924928,Nhất nút 'Xong'
bQ,public static void a(byte);,11854,8692,4,574924928,Xong
bQ,public static void a(byte);,11870,8696,10,574924928,Đối phương
bQ,public static void a(byte);,11885,8706,3,574924928,Bạn
bQ,public static void a(byte);,11900,8709,4,574924928,Khóa
bQ,public static void a(byte);,11916,8713,17,574924928,Số tiền giao dịch
bQ,public static void a(byte);,11932,8730,6,574924928,Lấy ra
bQ,public static void a(byte);,11947,8736,5,574924928,Bỏ ra
bQ,public static void a(byte);,11963,8741,9,574924928,Cho đệ tử
bQ,public static void a(byte);,11978,8750,3,574924928,Bán
bQ,public static void a(byte);,11994,8753,27,574924928,Nhập số tiền muốn giao dịch
bQ,public static void a(byte);,12010,8780,12,574924928,Nhập số tiền
bQ,public static void a(byte);,12026,8792,35,574924928,"Nhập sai số tiền, vui lòng nhập lại"
bQ,public static void a(byte);,12042,8827,36,574924928,"Bạn không đủ tiền, vui lòng nhập lại"
bQ,public static void a(byte);,12058,8863,28,574924928,Nhập số lượng muốn giao dịch
bQ,public static void a(byte);,12074,8891,13,574924928,Nhập số lượng
bQ,public static void a(byte);,12090,8904,36,574924928,"Nhập sai số lượng, vui lòng nhập lại"
bQ,public static void a(byte);,12106,8940,18,574924928,Đã có vật phẩm này
bQ,public static void a(byte);,12122,8958,56,574924928,Vui lòng mở khóa trước khi sử dụng vật phẩm để giao dịch
bQ,public static void a(byte);,12137,9014,3,574924928,gốc
bQ,public static void a(byte);,12152,9017,3,574924928,cần
bQ,public static void a(byte);,12167,9020,2,574924928,Đủ
bQ,public static void a(byte);,12183,9022,8,574924928,Miễn phí
bQ,public static void a(byte);,12199,9030,13,574924928,Chọn vật phẩm
bQ,public static void a(byte);,12215,9043,6,574924928,Bất kì
bQ,public static void a(byte);,12231,9049,9,574924928,Xin chào!
bQ,public static void a(byte);,12247,9058,16,574924928,Cậu muốn mua gì?
bQ,public static void a(byte);,12263,9074,16,574924928,Con muốn học gì?
bQ,public static void a(byte);,12279,9090,58,574924928,Bạn có chắc muốn giao dịch với những vật phẩm trên không ?
bQ,public static void a(byte);,12295,9148,7,574924928,Học với
bQ,public static void a(byte);,12311,9155,8,574924928,Mua bằng
bQ,public static void a(byte);,12327,9163,37,574924928,Không thể thực hiện khi đang kiệt sức
bQ,public static void a(byte);,12343,9200,18,574924928,"Sử dụng
để
kết hợp"
bQ,public static void a(byte);,12359,9218,20,574924928,"Sử dụng
để
giao dịch"
bQ,public static void a(byte);,12375,9238,39,574924928,Bạn không đủ ngọc để chat kênh thế giới
bQ,public static void a(byte);,12391,9277,27,574924928,Chat kênh thế giới (5 ngọc)
bQ,public static void a(byte);,12407,9304,46,574924928," muốn giao dịch với bạn, bạn có đồng ý không ?"
bQ,public static void a(byte);,12423,9350,17,574924928,Bạn vừa nâng cấp 
bQ,public static void a(byte);,12439,9367,10,574924928, sang cấp 
bQ,public static void a(byte);,12455,9377,27,574924928,tiềm năng đến Sư phụ để học
bQ,public static void a(byte);,12471,9404,14,574924928,Điểm tiềm năng
bQ,public static void a(byte);,12487,9418,15,574924928,Điểm thành tích
bQ,public static void a(byte);,12502,9433,4,574924928,tăng
bQ,public static void a(byte);,12517,9437,4,574924928,Tăng
bQ,public static void a(byte);,12533,9441,11,574924928,Bạn chỉ có 
bQ,public static void a(byte);,12549,9452,45,574924928, điểm tiềm năng. Hãy luyện tập thêm để có đủ 
bQ,public static void a(byte);,12565,9497,17,574924928,Bạn có muốn dùng 
bQ,public static void a(byte);,12581,9514,23,574924928, tiềm năng để tăng vào 
bQ,public static void a(byte);,12597,9537,10,574924928, HP không?
bQ,public static void a(byte);,12613,9547,10,574924928, KI không?
bQ,public static void a(byte);,12629,9557,16,574924928, sức đánh không?
bQ,public static void a(byte);,12645,9573,16,574924928, chí mạng không?
bQ,public static void a(byte);,12661,9589,7,574924928,Khi có 
bQ,public static void a(byte);,12677,9596,42,574924928," tiềm năng, bạn sẽ được nâng cấp miễn phí "
bQ,public static void a(byte);,12693,9638,53,574924928,. Ngoài ra bạn có thể mua Bí Kíp từ Urôn để học nhanh
bQ,public static void a(byte);,12709,9691,7,574924928,ST Crit
bQ,public static void a(byte);,12725,9698,7,574924928,Giảm ST
bQ,public static void a(byte);,12740,9705,2,574924928,HP
bQ,public static void a(byte);,12755,9707,2,574924928,KI
bQ,public static void a(byte);,12771,9709,8,574924928,Sức đánh
bQ,public static void a(byte);,12786,9717,4,574924928,Giáp
bQ,public static void a(byte);,12802,9721,7,574924928,Thể lực
bQ,public static void a(byte);,12817,9728,4,574924928,Crit
bQ,public static void a(byte);,12833,9732,6,574924928,Cấp độ
bQ,public static void a(byte);,12849,9738,13,574924928,KI tiêu hao: 
bQ,public static void a(byte);,12865,9751,9,574924928,Hồi chiêu
bQ,public static void a(byte);,12881,9760,17,574924928,Đã đạt cấp tối đa
bQ,public static void a(byte);,12897,9777,11,574924928,Cấp kế cần 
bQ,public static void a(byte);,12913,9788,9,574924928,tiềm năng
bQ,public static void a(byte);,12929,9797,8,574924928,Chưa học
bQ,public static void a(byte);,12945,9805,11,574924928,Để học cần 
bQ,public static void a(byte);,12960,9816,3,574924928,Học
bQ,public static void a(byte);,12976,9819,17,574924928,để tăng 20 HP gốc
bQ,public static void a(byte);,12992,9836,17,574924928,để tăng 20 MP gốc
bQ,public static void a(byte);,13008,9853,22,574924928,để tăng 1 sức mạnh gốc
bQ,public static void a(byte);,13051,9875,5,574924928,Gohan
bQ,public static void a(byte);,13071,9880,7,574924928,Krillin
bQ,public static void a(byte);,13091,9887,6,574924928,Yamcha
bQ,public static void a(byte);,13126,9893,7,574924928,Ốc tiêu
bQ,public static void a(byte);,13146,9900,7,574924928,Pocollo
bQ,public static void a(byte);,13165,9907,4,574924928,Kami
bQ,public static void a(byte);,13199,9911,5,574924928,Cađic
bQ,public static void a(byte);,13218,9916,5,574924928,Rađic
bQ,public static void a(byte);,13238,9921,7,574924928,Kakalot
bQ,public static void a(byte);,13295,9928,5,574924928,Hango
bQ,public static void a(byte);,13315,9933,6,574924928,Linkhi
bQ,public static void a(byte);,13335,9939,6,574924928,Chayam
bQ,public static void a(byte);,13369,9945,5,574924928,Deden
bQ,public static void a(byte);,13389,9950,6,574924928,Cololo
bQ,public static void a(byte);,13408,9956,4,574924928,Mika
bQ,public static void a(byte);,13443,9960,6,574924928,Tageve
bQ,public static void a(byte);,13462,9966,5,574924928,Ditra
bQ,public static void a(byte);,13482,9971,7,574924928,Rotkaka
bQ,public static void a(byte);,13500,9978,17,574924928,Địa điểm nhiệm vụ
bQ,public static void a(byte);,13516,9995,17,574924928,Không có nhiệm vụ
bQ,public static void a(byte);,13532,10012,19,574924928,"Hoàn thành, thưởng "
bQ,public static void a(byte);,13548,10031,19,574924928,Nhiệm vụ thành tích
bQ,public static void a(byte);,13564,5377,8,574924928,Trang bị
bQ,public static void a(byte);,13580,10050,15,574924928,Bạn muốn làm gì
bQ,public static void a(byte);,13596,10065,17,574924928,Chọn nơi muốn đến
bQ,public static void a(byte);,13611,7093,4,574924928,Chọn
bQ,public static void a(byte);,13626,7093,4,574924928,Chọn
bQ,public static void a(byte);,13642,10082,24,574924928,Chọn để ẩn chat thế giới
bQ,public static void a(byte);,13658,10106,26,574924928,Chọn để hiện chat thế giới
bQ,public static void a(byte);,13674,10132,8,574924928,Chơi mới
bQ,public static void a(byte);,13690,10140,7,574924928,Chơi TK
bQ,public static void a(byte);,13706,10147,12,574924928,Chưa đăng ký
bQ,public static void a(byte);,13722,10159,25,574924928,tiềm năng đến Whis để học
bQ,public static void a(byte);,13739,10184,24,574924928,http://world.teamobi.com
bQ,public static void a(byte);,13760,10208,21,574924928,/mainImage/logo1E.png
bQ,public static void a(byte);,13779,10229,41,574924928,Go to Whis (Beerus Planet) to learn skill
bQ,public static void a(byte);,13795,10270,75,574924928,"When reach maximum proficiency, go to Whis (Beerus Planet) to upgrade skill"
bQ,public static void a(byte);,13811,10345,11,574924928,Proficiency
bQ,public static void a(byte);,13827,10356,14,574924928,Delete account
bQ,public static void a(byte);,13843,10370,53,574924928,You bought many gems today. Let's try again tomorrow!
bQ,public static void a(byte);,13859,10423,90,574924928,"When selling successfully, you will receive Ruby non Gem. Do you want to continue consign?"
bQ,public static void a(byte);,13874,10513,5,574924928,Equip
bR,public final void gC();,194,17903,2,574924928,: 
bR,public final void co();,197,17903,2,574924928,: 
bR,public void dT();,39,17905,13,574924928,load Screen= 
bR,public void dT();,73,17918,9,574924928, select= 
bR,public final void h(nro.bF);,105,17927,7,574924928,v2.5.0(
bR,public final void h(nro.bF);,138,1406,1,574924928,)
bR,public final void h(nro.bF);,241,17934,11,574924928, disconnect
bR,public final void h(nro.bF);,301,17945,10,574924928, connected
bR,public final void h(nro.bF);,664,17955,1,574924928,%
bR,public void dR();,511,17903,2,574924928,: 
bR,public void dR();,684,17956,3,574924928,...
bR,public static {};,14,17959,593,574924928,"Vũ trụ 1:dragon1.teamobi.com:14445:0:0:0,Vũ trụ 2:dragon2.teamobi.com:14445:0:0:0,Vũ trụ 3:dragon3.teamobi.com:14445:0:0:0,Vũ trụ 4:dragon4.teamobi.com:14445:0:0:0,Vũ trụ 5:dragon5.teamobi.com:14445:0:0:0,Vũ trụ 6:dragon6.teamobi.com:14445:0:0:0,Vũ trụ 7:dragon7.teamobi.com:14445:0:0:0,Vũ trụ 8:dragon10.teamobi.com:14446:0:0:0,Vũ trụ 9:dragon10.teamobi.com:14447:0:0:0,Vũ trụ 10:dragon10.teamobi.com:14445:0:0:0,Vũ trụ 11:dragon11.teamobi.com:14445:0:0:0,Võ đài liên vũ trụ:dragonwar.teamobi.com:20000:0:0:0,Universe 1:dragon.indonaga.com:14445:1:0:0,Naga:dragon.indonaga.com:14446:2:0:0,0,0"
bR,public static {};,31,18552,486,574924928,"Vũ trụ 1:112.213.94.23:14445:0:0:0,Vũ trụ 2:210.211.109.199:14445:0:0:0,Vũ trụ 3:112.213.85.88:14445:0:0:0,Vũ trụ 4:27.0.12.164:14445:0:0:0,Vũ trụ 5:27.0.12.16:14445:0:0:0,Vũ trụ 6:27.0.12.173:14445:0:0:0,Vũ trụ 7:112.213.94.223:14445:0:0:0,Vũ trụ 8:27.0.14.66:14446:0:0:0,Vũ trụ 9:27.0.14.66:14447:0:0:0,Vũ trụ 10:27.0.14.66:14445:0:0:0,Vũ trụ 11:112.213.85.35:14445:0:0:0,Võ đài liên vũ trụ:27.0.12.173:20000:0:0:0,Universe 1:52.74.230.22:14445:1:0:0,Naga:52.74.230.22:14446:2:0:0,0,0"
bR,public static {};,47,19038,40,574924928,"Naga:dragon.indonaga.com:14446:2:0:0,2,0"
bR,public static {};,63,19078,33,574924928,"Naga:52.74.230.22:14446:2:0:0,2,0"
bR,public static {};,79,19111,46,574924928,"Universe 1:dragon.indonaga.com:14445:1:0:0,1,0"
bR,public static {};,95,19157,39,574924928,"Universe 1:52.74.230.22:14445:1:0:0,1,0"
bR,public static {};,117,19196,7,574924928,NRlink3
bR,public static {};,158,19203,8,574924928,svselect
bR,public static {};,174,19211,12,574924928,NRlink_extra
bR,public static void gF();,98,2,1,574924928, 
bR,public static void gF();,272,2,1,574924928, 
bR,public static void gF();,441,5,3,574924928,   
bR,public static void gF();,555,3,2,574924928,  
bR,public static void gF();,1231,2,1,574924928, 
bR,"public final void a(int, java.lang.Object);",39,19223,30,574924928,perform trong ServerListScreen
bR,"public final void a(int, java.lang.Object);",586,19253,11,574924928,tao user ao
bR,"public final void a(int, java.lang.Object);",849,19264,10,574924928,lowGraphic
bR,"public final void a(int, java.lang.Object);",925,19274,8,574924928,cau hinh
bR,"public final void a(int, java.lang.Object);",1078,19264,10,574924928,lowGraphic
bR,"public final void a(int, java.lang.Object);",1149,19264,10,574924928,lowGraphic
bR,"public final void a(int, java.lang.Object);",1315,19282,5,574924928,2.5.0
bR,"public final void a(int, java.lang.Object);",1374,19253,11,574924928,tao user ao
bR,public static void j(java.lang.String);,36,672,1,574924928,","
bR,public static void j(java.lang.String);,81,19287,19,574924928,>>> getServerList= 
bR,public static void j(java.lang.String);,290,19306,1,574924928,:
bR,public static void j(java.lang.String);,546,19307,35,574924928,>>> getServerList= serverPriority: 
bR,"public static void a(int, boolean);",56,19342,33,574924928,2>>>saveRMSInt:  RMS_svselect == 
bR,public nro.bR();,27,19375,21,574924928,com.sonyericsson.imei
bR,public nro.bR();,145,19396,11,574924928,Gọi hotline
bR,public static void ef();,211,19282,5,574924928,2.5.0
bT,"public synchronized void insertElementAt(java.lang.Object, int);",60,19407,44,574924928,||||||||||||||||||||||||||||||||||||||||||||
bT,"public synchronized void insertElementAt(java.lang.Object, int);",93,19451,6,574924928, num= 
bT,public synchronized void addElement(java.lang.Object);,60,19407,44,574924928,||||||||||||||||||||||||||||||||||||||||||||
bT,public synchronized void addElement(java.lang.Object);,93,19451,6,574924928, num= 
bU,public static void ct();,101,339,12,574924928,/bg/fog1.png
bU,public static void ct();,169,351,12,574924928,/bg/fog0.png
bU,public static void gH();,121,2,1,574924928, 
bU,public static void gH();,187,3,2,574924928,  
bU,public static void gH();,227,5,3,574924928,   
bU,public static void gH();,794,5,3,574924928,   
bU,public static void gH();,861,2,1,574924928, 
bU,public nro.bU(int);,281,363,11,574924928,/bg/mua.png
bU,public nro.bU(int);,319,374,12,574924928,/bg/mua1.png
bU,public nro.bU(int);,357,386,12,574924928,/bg/mua2.png
bU,public nro.bU(int);,853,398,13,574924928,/bg/lacay.png
bU,public nro.bU(int);,917,411,14,574924928,/bg/lacay2.png
bU,public nro.bU(int);,981,425,14,574924928,/bg/lacay3.png
bU,public nro.bU(int);,1043,439,14,574924928,/bg/lacay4.png
bU,public nro.bU(int);,1107,453,14,574924928,/bg/lacay5.png
bU,public nro.bU(int);,1171,467,13,574924928,/bg/tuyet.png
bU,public nro.bU(int);,1888,480,11,574924928,/bg/sao.png
bU,public nro.bU(int);,2241,491,12,574924928,/bg/ship.png
bU,public nro.bU(int);,2277,503,13,574924928,/bg/fire1.png
bU,public nro.bU(int);,2315,516,13,574924928,/bg/fire2.png
bU,public nro.bU(int);,2372,529,18,574924928,/bg/cham-tron1.png
bU,public nro.bU(int);,2408,547,18,574924928,/bg/cham-tron2.png
bU,public static {};,17,565,10,574924928,vBG Effect
bU,public static {};,45,575,32,574924928,/mainImage/myTexture2dwater1.png
bU,public static {};,64,607,32,574924928,/mainImage/myTexture2dwater2.png
bW,public static void ad();,32,19615,60,574924928,Pergi ke Whis (Beerus Planet) untuk mempelajari keterampilan
bW,public static void ad();,60,19675,100,574924928,"Saat mencapai kemahiran maksimum, pergi ke Whis (Beerus Planet) untuk meningkatkan keterampilan Anda"
bW,public static void ad();,87,19775,9,574924928,Kecakapan
bW,public static void ad();,115,10356,14,574924928,Delete account
bW,public static void ad();,144,19784,64,574924928,Anda membeli banyak permata hari ini. Mari kita coba lagi besok!
bW,public static void ad();,173,19848,103,574924928,"Saat menjual dengan sukses, Anda akan menerima Ruby non Gem. Apakah Anda ingin melanjutkan menyerahkan?"
bW,public static void ad();,202,19951,9,574924928,Mengalati
bW,public static void ad();,231,10518,6,574924928,Unlock
bW,public static void ad();,260,19960,12,574924928,Buku koleksi
bW,public static void ad();,289,19972,10,574924928,Uang tidak
bW,public static void ad();,318,19982,25,574924928,Fungsi dalam maintenance.
bW,public static void ad();,347,20007,32,574924928,Yakin ingin memilih barang ini ?
bW,public static void ad();,376,20039,7,574924928,Tingkat
bW,public static void ad();,405,20046,11,574924928,bergeser ke
bW,public static void ad();,434,20057,25,574924928,Hasil angka keberuntungan
bW,public static void ad();,463,20082,24,574924928,Siapa yang harus dipilih
bW,public static void ad();,492,20106,13,574924928,Pemberitahuan
bW,public static void ad();,521,20119,21,574924928,Auto terlahir kembali
bW,public static void ad();,550,20140,11,574924928,Auto fungsi
bW,public static void ad();,578,20151,167,574924928,"Apakah kamu yakin fusion selamanya dengan muridmu? Kamu akan kehilangan muridmu dan perlengkapan semua murid, dan semua power muridmu kan ditambahkan ke potensial anda"
bW,public static void ad();,607,20318,21,574924928,Fusion selama-lamanya
bW,public static void ad();,636,20339,13,574924928,Fusion dance 
bW,public static void ad();,665,20352,26,574924928,Masukkan informasi lengkap
bW,public static void ad();,693,20378,5,574924928,Terus
bW,public static void ad();,722,20383,6,574924928,Pulang
bW,public static void ad();,751,10925,6,574924928,Status
bW,public static void ad();,780,20389,6,574924928,Serang
bW,public static void ad();,809,20395,8,574924928,Lindungi
bW,public static void ad();,838,20403,4,574924928,Ikut
bW,public static void ad();,867,20407,5,574924928,Murid
bW,public static void ad();,896,20412,33,574924928,"Koneksi gagal, harap coba kembali"
bW,public static void ad();,925,20445,13,574924928,Grafik rendah
bW,public static void ad();,954,20458,13,574924928,Grafik tinggi
bW,public static void ad();,983,20471,21,574924928,Memperbaiki Kesalahan
bW,public static void ad();,1012,11027,8,574924928,Download
bW,public static void ad();,1041,20492,10,574924928,Hapus data
bW,public static void ad();,1067,20502,121,574924928,"Kamu harus manghapus data ketika data game error. Setelah selesai manghapus, kamu harus download data lagi untuk bermain."
bW,public static void ad();,1096,20623,5,574924928,Batal
bW,public static void ad();,1125,20628,30,574924928,Harap download data untuk main
bW,public static void ad();,1154,11189,14,574924928,Abracadabra...
bW,public static void ad();,1183,20658,16,574924928,Selamat sayangku
bW,public static void ad();,1212,20674,35,574924928,Semoga beruntung lain kali sayangku
bW,public static void ad();,1241,20709,45,574924928,Apakah kamu ingin ke masa depan dengan 1 gem?
bW,public static void ad();,1270,20754,17,574924928,Naikkan kecepatan
bW,public static void ad();,1299,11304,6,574924928,Analog
bW,public static void ad();,1326,11304,6,574924928,Analog
bW,public static void ad();,1355,11304,6,574924928,Analog
bW,public static void ad();,1383,20771,16,574924928,Persediaan Sandi
bW,public static void ad();,1412,20787,26,574924928,Masukkan password keamanan
bW,public static void ad();,1441,20813,38,574924928,Password keamanan harus berupa 6 angka
bW,public static void ad();,1469,20851,89,574924928,"Harap masukkan nomor HP atau email, kemudian masukkan password untuk membuat account baru"
bW,public static void ad();,1498,20940,104,574924928,Kamu akan kehilangan account kamu selamanya jika kamu berganti ke account yang lain. Apakah kamu setuju?
bW,public static void ad();,1527,21044,31,574924928,Daftar untuk melindungi account
bW,public static void ad();,1556,21075,74,574924928,Kamu harus menyelesaikan misi mencari Dragon Ball bintang 6 untuk recharge
bW,public static void ad();,1585,21149,25,574924928,Forum and Beli lebih gems
bW,public static void ad();,1614,21174,15,574924928,Beli lebih gems
bW,public static void ad();,1643,21189,27,574924928,Tidak ada item untuk dibeli
bW,public static void ad();,1672,21216,41,574924928,Tekan atas untuk mendapatkan lebih banyak
bW,public static void ad();,1700,21257,42,574924928,Tekan bawah untuk mendapatkan lebih banyak
bW,public static void ad();,1729,21299,7,574924928,Halaman
bW,public static void ad();,1758,21306,7,574924928,Ke atas
bW,public static void ad();,1787,21313,20,574924928,"Serahkan dengan
gold"
bW,public static void ad();,1816,21333,15,574924928,Beri dengan gem
bW,public static void ad();,1845,21348,16,574924928,Beri dengan gold
bW,public static void ad();,1874,21364,19,574924928,"Serahkan dengan
gem"
bW,public static void ad();,1903,21383,17,574924928,"Batal
menyerahkan"
bW,public static void ad();,1932,21400,10,574924928,"Ambil
uang"
bW,public static void ad();,1961,21410,7,574924928,Terjual
bW,public static void ad();,1990,21417,7,574924928,Menjual
bW,public static void ad();,2019,21424,8,574924928,Serahkan
bW,public static void ad();,2048,21432,5,574924928,Swara
bW,public static void ad();,2077,21432,5,574924928,Swara
bW,public static void ad();,2106,21437,15,574924928,Tidak ada musuh
bW,public static void ad();,2135,21452,12,574924928,Pilih server
bW,public static void ad();,2163,21464,9,574924928,Peringkat
bW,public static void ad();,2192,21473,14,574924928, Active point 
bW,public static void ad();,2221,21487,9,574924928,Mendaftar
bW,public static void ad();,2250,21496,39,574924928,"Pesan terkirim, harap tunggu konfirmasi"
bW,public static void ad();,2279,21535,79,574924928,Pesan tidak bisa dikirim. Harap periksa account anda dan mulai kembali game-nya
bW,public static void ad();,2307,21614,16,574924928,"User untuk
murid"
bW,public static void ad();,2336,21630,14,574924928,Pesan terkirim
bW,public static void ad();,2365,21644,24,574924928,Pesan tidak bisa dikirim
bW,public static void ad();,2394,21668,64,574924928,"Selamat, kamu baru saja berhasil mengirim pesan yang diprediksi."
bW,public static void ad();,2423,21732,23,574924928,Pengiriman pesan gagal.
bW,public static void ad();,2452,21755,43,574924928,Password harus sepanjang 6 karakter (huruf)
bW,public static void ad();,2481,21798,42,574924928,Masukkan nomor untuk password pribadi saja
bW,public static void ad();,2510,21840,25,574924928,Masukkan password pribadi
bW,public static void ad();,2538,21865,10,574924928,Pilih akun
bW,public static void ad();,2567,21875,36,574924928,Email atau nomor HP tidak dimasukkan
bW,public static void ad();,2596,21911,25,574924928,Password tidak dimasukkan
bW,public static void ad();,2625,21936,48,574924928,Nama account harus lebih panjang dari 5 karakter
bW,public static void ad();,2652,21984,89,574924928,Nomor HP tidak berlaku. Harap masukkan dengan format berikut: 0912345678 atau 84918765432
bW,public static void ad();,2681,22073,110,574924928,Email tidak berlaku. Harap masukkan seperti format berikut: yournamehere@yahoo.com atau yournamehere@gmail.com
bW,public static void ad();,2710,22183,23,574924928,"Daftarkan account
baru
"
bW,public static void ad();,2739,22206,12,574924928,"Pilih
server"
bW,public static void ad();,2768,22218,10,574924928,"Lupa pass
"
bW,public static void ad();,2797,12626,8,574924928,Password
bW,public static void ad();,2848,22228,29,574924928,Tidak memiliki account? Harap
bW,public static void ad();,2887,22257,19,574924928,memilih menu daftar
bW,public static void ad();,2915,22276,5,574924928,Pesan
bW,public static void ad();,2970,22276,5,574924928,Pesan
bW,public static void ad();,3015,22281,15,574924928,Tidak ada pesan
bW,public static void ad();,3044,22296,57,574924928,Apakah kamu ingin membatalkan fungsi perlindungan account
bW,public static void ad();,3073,22353,89,574924928,"Harap periksa informasi account dengan baik untuk me-recover account. Jika lupa password
"
bW,public static void ad();,3102,22442,8,574924928,Nomor HP
bW,public static void ad();,3129,12854,5,574924928,Email
bW,public static void ad();,3156,12859,3,574924928,Acc
bW,public static void ad();,3185,12862,3,574924928,Pwd
bW,public static void ad();,3214,22450,82,574924928,Untuk me-recover password harap kunjungi website http://ngocrongonline.com/matkhau
bW,public static void ad();,3243,12940,11,574924928,Dragon Ball
bW,public static void ad();,3272,22532,8,574924928,Karakter
bW,public static void ad();,3301,12960,7,574924928,Account
bW,public static void ad();,3328,22540,14,574924928,Server account
bW,public static void ad();,3357,22554,30,574924928,Nama karakter tidak dimasukkan
bW,public static void ad();,3384,22584,28,574924928,Nama karakter terlalu pendek
bW,public static void ad();,3413,22612,44,574924928,Nama karakter tidak bisa lebih dari 15 huruf
bW,public static void ad();,3442,22656,27,574924928,Nama karakter harus diganti
bW,public static void ad();,3469,22683,13,574924928,Nama karakter
bW,public static void ad();,3498,22696,5,574924928,Masuk
bW,public static void ad();,3527,22696,5,574924928,Masuk
bW,public static void ad();,3556,22701,6,574924928,Daftar
bW,public static void ad();,3585,22707,12,574924928,Balas dendam
bW,public static void ad();,3614,22719,6,574924928,Tunggu
bW,public static void ad();,3643,22725,12,574924928,Harap tunggu
bW,public static void ad();,3672,22737,10,574924928,Menyambung
bW,public static void ad();,3701,13181,12,574924928,Downloading 
bW,public static void ad();,3730,22747,32,574924928,Error! Harap ulang kembali game.
bW,public static void ad();,3757,22779,9,574924928,Ubah zona
bW,public static void ad();,3786,22788,10,574924928,Pilih zona
bW,public static void ad();,3815,13242,13,574924928,"Website
forum"
bW,public static void ad();,3844,13255,6,574924928,Server
bW,public static void ad();,3899,13261,9,574924928,Inventory
bW,public static void ad();,3938,22798,5,574924928,Kriya
bW,public static void ad();,3975,13275,9,574924928,Potential
bW,public static void ad();,4014,13284,4,574924928,Info
bW,public static void ad();,4053,22803,12,574924928,Perlengkapan
bW,public static void ad();,4122,22815,7,574924928,Planit:
bW,public static void ad();,4161,22822,7,574924928,Rambut:
bW,public static void ad();,4217,13311,5,574924928,Earth
bW,public static void ad();,4256,13316,8,574924928,Namekian
bW,public static void ad();,4295,13324,6,574924928,Saiyan
bW,public static void ad();,4351,22829,9,574924928,Tantangan
bW,public static void ad();,4390,22838,7,574924928,Praktek
bW,public static void ad();,4429,13381,2,574924928,PK
bW,public static void ad();,4468,22845,12,574924928,Tambah teman
bW,public static void ad();,4507,22857,11,574924928,Undang clan
bW,public static void ad();,4546,13404,7,574924928,Recover
bW,public static void ad();,4584,22868,9,574924928,Informasi
bW,public static void ad();,4623,22877,12,574924928,Chat pribadi
bW,public static void ad();,4661,22889,14,574924928,Undang ke clan
bW,public static void ad();,4700,22903,21,574924928,Blok undangan ke clan
bW,public static void ad();,4782,13468,5,574924928,Quest
bW,public static void ad();,4863,13473,6,574924928,Inven-
bW,public static void ad();,4900,13479,4,574924928,tory
bW,public static void ad();,4966,13270,5,574924928,Skill
bW,public static void ad();,5047,13483,5,574924928,Func-
bW,public static void ad();,5086,13488,4,574924928,tion
bW,public static void ad();,5169,13468,5,574924928,Quest
bW,public static void ad();,5250,13473,6,574924928,Inven-
bW,public static void ad();,5289,13479,4,574924928,tory
bW,public static void ad();,5353,13270,5,574924928,Skill
bW,public static void ad();,5433,13492,4,574924928,Clan
bW,public static void ad();,5513,13483,5,574924928,Func-
bW,public static void ad();,5552,13488,4,574924928,tion
bW,public static void ad();,5635,13496,4,574924928,Dis-
bW,public static void ad();,5673,13500,5,574924928,ciple
bW,public static void ad();,5735,10925,6,574924928,Status
bW,public static void ad();,5814,13473,6,574924928,Inven-
bW,public static void ad();,5852,13479,4,574924928,tory
bW,public static void ad();,5935,13496,4,574924928,Dis-
bW,public static void ad();,5974,13500,5,574924928,ciple
bW,public static void ad();,6040,10925,6,574924928,Status
bW,public static void ad();,6112,22924,8,574924928,"Tambah
Q"
bW,public static void ad();,6149,22932,8,574924928,"Tambah
W"
bW,public static void ad();,6188,22940,8,574924928,"Tambah
E"
bW,public static void ad();,6227,22948,8,574924928,"Tambah
R"
bW,public static void ad();,6265,22956,8,574924928,"Tambah
T"
bW,public static void ad();,6396,22964,8,574924928,"Tambah
7"
bW,public static void ad();,6435,22972,8,574924928,"Tambah
8"
bW,public static void ad();,6474,22980,8,574924928,"Tambah
9"
bW,public static void ad();,6513,22988,8,574924928,"Tambah
1"
bW,public static void ad();,6550,22996,8,574924928,"Tambah
3"
bW,public static void ad();,6655,23004,38,574924928,Teknik seranganmu tidak menambah point
bW,public static void ad();,6684,23042,53,574924928,Senzu Bean habis. Datang kembali untuk mengambil lagi
